"Campaign name","Amount spent (ZAR)",Purchases,"Purchases conversion value","Purchase ROAS (return on ad spend)","Unique outbound CTR (click-through rate)","Adds to cart","Checkouts initiated","Website landing page views","Cost per location search","Reporting starts","Reporting ends"
"Video and Image ads -Broad-20 Oct",12258.59,154,69065,5.63400848,4.77639072,2159,26,4521,,2025-11-01,2025-12-31
